         24794591 function calls (24687411 primitive calls) in 23.305 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      454    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\logging\__init__.py:1734(isEnabledFor)
       22    0.000    0.000    0.004    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:564(align)
       26    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\coordinates.py:947(create_coords_with_default_indexes)
        1    0.000    0.000    0.001    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_json_reader.py:11(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1402(_insert_update_mgr_locs)
      321    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        7    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:2190(_form_blocks)
      101    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\urllib\parse.py:119(_coerce_args)
       67    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1511(dims)
      137    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\namedarray\core.py:257(__init__)
       65    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:2428(maybe_convert_dtype)
      352    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
       60    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
       50    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:179(_number_format)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\utils\jaggedarray.py:47(flatten_jagged_array)
       20    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexing.py:1756(_get_slice_axis)
       22    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:459(coerce_pandas_values)
        4    0.000    0.000    0.003    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\io\esri_ascii.py:515(write_esri_ascii)
       12    0.000    0.000    0.012    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\datetimes.py:320(__new__)
  134/129    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      141    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:2311(_fast_count_smallints)
       15    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\common.py:550(infer_compression)
       30    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\common.py:1165(_is_binary_mode)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1412(_insert_update_blklocs_and_blknos)
       40    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\variable.py:88(as_variable)
       10    0.000    0.000    0.702    0.070 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:246(save)
       59    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:339(_from_mgr)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:2425(ensure_arraylike_for_datetimelike)
        7    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_compiler.py:573(_code)
       19    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\function_base.py:254(flip)
      185    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\namedarray\core.py:407(ndim)
    15/12    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
      263    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\range.py:999(__len__)
      197    0.000    0.000    0.000    0.000 <frozen _collections_abc>:859(__iter__)
       47    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:390(_get_getitem_freq)
       44    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:1095(__getitem__)
      110    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1491(_id_index)
       84    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1597(group_by_index)
       22    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:432(safe_cast_to_index)
       39    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\warnings.py:182(_add_filter)
        8    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      319    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\namedarray\core.py:449(shape)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:1163(is_float_dtype)
      116    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:1331(is_ea_or_datetimelike_dtype)
       44    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:164(_assert_prioritized_valid)
       35    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
       22    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:132(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1012(iget)
      211    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:1253(iget)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_store_functions.py:217(<listcomp>)
      186    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:167(colour)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:286(assert_no_index_conflict)
      158    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
      4/2    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
       17    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:136(_infer_coords_and_dims)
       34    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\enum.py:688(__call__)
        1    0.000    0.000    0.001    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_groundwater_EFD.py:35(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\base.py:2256(reset_status_at_node)
       19    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\dtypes.py:257(_getnpdtype)
       70    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:1434(_is_dtype_type)
        3    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\decorators.py:83(__setitem__)
       42    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:659(_constructor_from_mgr)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
        5    0.000    0.000    0.038    0.008 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:868(read_csv)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:383(align_indexes)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\array_algos\take.py:353(wrapper)
       20    0.000    0.000    0.452    0.023 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:1400(_get_values_for_csv)
        5    0.000    0.000    0.005    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:1848(_make_engine)
       28    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:538(_reindex_one)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\tools\datetimes.py:149(should_cache)
       45    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataset.py:1110(_replace)
       24    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:948(from_blocks)
      441    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      186    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:112(__format__)
        5    0.000    0.000    0.032    0.006 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:1907(read)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\pathlib.py:56(parse_parts)
      126    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\construction.py:735(_sanitize_str_dtypes)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:1627(_get_options_with_defaults)
      115    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\enum.py:193(__get__)
        5    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\field\graph_field.py:301(set_value)
       63    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:340(append_all)
      199    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:4017(_get_column_array)
       84    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1523(get_unique)
       62    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:734(name)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:233(encoded_labels)
       30    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:1469(_get_values_for_csv)
      186    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:108(__init__)
        4    0.000    0.000    0.005    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_store_functions.py:412(save_map_to_rastergrid)
      194    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       39    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      398    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
      170    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1392(<genexpr>)
       24    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\range.py:237(_data)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\base_parser.py:115(__init__)
      191    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\coordinates.py:336(_construct_direct)
       44    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\env.py:214(from_defaults)
       31    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
       60    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       40    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\variable.py:2622(__init__)
       39    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:784(name)
       69    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\warnings.py:488(__exit__)
       24    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\dateutil\parser\_parser.py:77(get_token)
      127    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\variable.py:2997(<setcomp>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
      324    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1470(<genexpr>)
       59    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:591(_ensure_array)
       40    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
       44    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       30    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:2811(ensure_block_shape)
       11    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:5552(equals)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:59(__init__)
       46    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:1375(_is_dtype)
      241    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
       14    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:1697(_validate_names)
       14    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:703(create_variables)
       80    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
      121    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\threading.py:1453(current_thread)
        5    0.000    0.000    0.005    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:1575(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1497(_id_coord_names)
       81    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
       15    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1782(_consolidate_inplace)
       14    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap>:666(_load_unlocked)
       69    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\warnings.py:441(__init__)
      169    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\utils.py:429(__iter__)
       56    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_compiler.py:216(_compile_charset)
       22    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:494(_get_priority_vars_and_indexes)
        1    0.000    0.000    0.016    0.016 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\raster.py:149(__init__)
      186    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:176(append)
      121    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
       30    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:5295(_validate_fill_value)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:297(_screen_shape_windows)
       73    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
       41    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:836(_isnan)
       50    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
       30    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:1198(is_bool_dtype)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:1685(_clean_options)
       45    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\common.py:188(_expand_user)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
       76    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataset.py:740(variables)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\decorators.py:62(_wrapped)
      218    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
       52    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        6    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\_ranges.py:24(generate_regular_range)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:515(_get_indexes_and_vars)
       13    0.000    0.000    0.006    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataset.py:5667(update)
      101    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       15    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\common.py:131(close)
       33    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:807(_set_axis)
       22    0.000    0.000    0.004    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:678(align)
       52    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\fromnumeric.py:1768(ravel)
       15    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1467(_get_spec)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:2514(_validate_dt64_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\dateutil\parser\_parser.py:666(_parse)
      161    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexing.py:1686(shape)
     13/9    0.000    0.000    0.003    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\functools.py:981(__get__)
        2    0.000    0.000    0.012    0.006 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\structured_quad\structured_quad.py:732(__init__)
      4/2    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
      471    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:2310(_construct_from_dt64_naive)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\structured_quad\structured_quad.py:129(links_at_node)
   246/27    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
       81    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\_config\config.py:617(_select_options)
        8    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\cast.py:551(maybe_promote)
       59    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:609(_dtype_to_subclass)
    44/22    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\raster_funcs.py:107(find_nearest_node)
      314    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       93    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:293(tell)
       45    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataset.py:5817(drop_vars)
       37    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:6284(__getattr__)
       44    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\__init__.py:163(match)
       30    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1628(copy_indexes)
      111    0.000    0.000    0.000    0.000 <frozen _collections_abc>:790(items)
      209    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:256(match)
       10    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
       40    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        6    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:2276(_merge_blocks)
       52    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
      295    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_compiler.py:511(_compile_info)
       15    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:612(_to_dataset_whole)
       22    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:420(_maybe_cast_to_cftimeindex)
       12    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:303(_isurl)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:524(_validate_comparison_value)
       29    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
      130    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:219(write_cols)
       61    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
       20    0.000    0.000    0.451    0.023 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:459(get_values_for_csv)
       34    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:137(is_object_dtype)
       15    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:1871(_reindex_callback)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       10    0.000    0.000    0.704    0.070 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\util\_decorators.py:325(wrapper)
