         24794591 function calls (24687411 primitive calls) in 23.305 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:283(<listcomp>)
       12    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        2    0.000    0.000    0.004    0.002 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\ugrid.py:69(_update_links_at_patch)
        6    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:6201(_construct_result)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:201(_set_noconvert_columns)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:557(copy)
        8    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\construction.py:742(_get_axes)
       62    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:123(<lambda>)
        1    0.000    0.000    0.001    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\structured_quad\structured_quad.py:119(perimeter_nodes)
        2    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\_strptime.py:564(_strptime_datetime)
       60    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
      209    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       62    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\namedarray\core.py:530(attrs)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:277(_save_header)
       77    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\linkstatus.py:66(is_inactive_link)
        7    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1778(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\env.py:342(setenv)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:130(keys)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1485(_coord_name_id)
       77    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:113(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:724(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\linkstatus.py:22(is_fixed_link)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\contextlib.py:472(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\components\flow_accum\flow_accum_bw.py:174(make_ordered_node_array)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\_methods.py:47(_sum)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:934(exec_module)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\_strptime.py:238(pattern)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:790(copy)
       29    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:453(_uniq)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:344(_findfile)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1424(_path_importer_cache)
       12    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:91(ensure_python_int)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\quantity\of_patch.py:20(get_centroid_of_patch)
        7    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:6418(_reduce)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
      105    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\utils.py:435(__contains__)
       50    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        8    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:294(_possible_names)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:2133(_refine_defaults_read)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:2063(_maybe_pin_freq)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:500(_get_dim_pos_indexers)
       50    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:109(decimal)
      7/3    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\utils\decorators.py:93(_wrapped)
       15    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:6662(copy)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
       22    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:592(_get_block_manager_axis)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\printing.py:567(get_adjustment)
       75    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       30    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\construction.py:688(_sanitize_non_ordered)
       12    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:678(_constructor_sliced_from_mgr)
        8    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1754(indexes_all_equal)
        8    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1231(create_module)
       44    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\coordinates.py:408(variables)
       40    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\_config\config.py:688(_warn_if_deprecated)
        2    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:4470(_iset_item_mgr)
        9    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:225(_consolidate_key)
       28    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\format.py:544(_initialize_justify)
        7    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\construction.py:487(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\urllib\parse.py:817(__getattr__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      8/4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\copy.py:210(_deepcopy_tuple)
       69    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\contextlib.py:446(__exit__)
       15    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
      190    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\copy.py:107(_copy_immutable)
       78    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\namedarray\core.py:523(attrs)
       30    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:974(coords)
       43    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1837(__init__)
       52    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:906(is_alignable)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\function_base.py:5011(meshgrid)
       17    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
       44    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:83(unique_variable)
        2    0.000    0.000    0.012    0.006 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\structured_quad\structured_quad.py:506(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\io\esri_ascii.py:582(<listcomp>)
       15    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1499(find_spec)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\missing.py:673(na_value_for_dtype)
       11    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\common.py:301(maybe_iterable_to_list)
       44    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:301(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:4323(reindex)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:1765(_get_names)
        3    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:2259(_consolidate)
       11    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\warnings.py:166(simplefilter)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
       10    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\common.py:151(__exit__)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\pathlib.py:777(parent)
        4    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:487(open)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:5343(reindex)
       14    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:578(__init__)
       78    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1359(create_default_index_implicit)
       15    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:572(_from_temp_dataset)
        2    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:4027(take)
        7    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\field\graph_field.py:189(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:605(_replace)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\env.py:281(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_io.py:294(set_initial_conditions)
       40    0.000    0.000    0.000    0.000 <attrs generated init rasterio._path._UnparsedPath>:1(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\namedarray\core.py:375(copy)
       12    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:263(_iszip)
       18    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:536(is_string_dtype)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\base_parser.py:871(_do_date_conversions)
       40    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\encodings\cp1252.py:18(encode)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:375(abspath)
       20    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       14    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\frozen.py:76(__getitem__)
        6    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       52    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_read_dataset.py:454(__init__)
        2    0.000    0.000    0.002    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\matrix\at_patch.py:7(links_at_patch)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\linkstatus.py:115(is_active_link)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1411(_path_hooks)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       24    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:2148(_creso)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:6370(_find_common_type_compat)
        2    0.000    0.000    0.003    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\ugrid.py:33(_update_node_coords)
       23    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\affine\__init__.py:179(from_gdal)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\components\flow_accum\flow_accum_bw.py:73(_make_number_of_donors_array)
      4/2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arraylike.py:46(__lt__)
        2    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:869(take)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_store_functions.py:60(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\_datasource.py:155(open)
       15    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\common.py:1117(_maybe_memory_map)
       24    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\dateutil\parser\_parser.py:189(__next__)
        2    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\structured_quad\structured_quad.py:56(links_at_patch)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:86(opengroup)
     10/6    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\ops\common.py:62(new_method)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\ops\array_ops.py:288(comparison_op)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:1287(take_nd)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:204(nlevels)
       60    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       18    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\enum.py:48(_is_dunder)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        6    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\dateutil\parser\_parser.py:1141(_to_decimal)
       15    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\coordinates.py:103(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\components\flow_accum\flow_accum_bw.py:108(_make_delta_array)
      9/7    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_compiler.py:436(_get_literal_prefix)
       31    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\_path.py:43(as_vsi)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:130(_get_index_label_from_obj)
       13    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\collections\__init__.py:465(_asdict)
       73    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       93    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      104    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:405(flags)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:5136(reindex)
       93    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       12    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
       57    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:974(dtype)
       19    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\dtypes.py:253(_is_complex_int)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\stride_tricks.py:480(broadcast_arrays)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:1471(_set_as_cached)
       17    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:462(<dictcomp>)
       22    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\raster.py:688(find_nearest_node)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\format.py:650(truncate)
       42    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:246(items)
        7    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\field\graph_field.py:516(new_field_location)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataset.py:769(encoding)
        6    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\dateutil\parser\_parser.py:428(append)
       40    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:1045(astype)
        2    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:4142(_take_with_is_copy)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\range.py:280(start)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\format.py:593(_calc_max_rows_fitted)
       11    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\base.py:549(find)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\matrix\at_patch.py:1(<module>)
       21    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\enum.py:772(__getattr__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1699(path_hook_for_FileFinder)
       20    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\inference.py:105(is_file_like)
        8    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\common.py:1081(is_numeric_dtype)
        8    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\copy.py:227(_deepcopy_dict)
       52    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:255(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\_asarray.py:108(<setcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1562(__init__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:1276(_copy)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:1265(close)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\base.py:115(reindex_axis)
       59    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\object\at_patch.py:6(get_nodes_at_patch)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:5651(identical)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:2623(_infer_tz_from_endpoints)
       21    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:367(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\base.py:780(core_nodes)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:215(_need_to_save_header)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\astype.py:56(_astype_nansafe)
       26    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1488(<dictcomp>)
       15    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataarray.py:569(_to_temp_dataset)
       10    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\formats\csvs.py:190(data_index)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\dateutil\parser\_parser.py:199(split)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:6123(_logical_method)
       30    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\coordinates.py:811(__init__)
        3    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\_monitor.py:30(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:327(_need_reindex)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1265(_iset_single)
